id,X,Y,M,V
3194,259.0,163.0,94.25,0.518
3195,247.0,178.0,86.0,0.524
3196,231.0,191.0,51.5,0.3559999999999998
3197,-128.0,-302.0,80.25,0.514
3198,-128.0,189.0,88.75,0.42000000000000026
3199,359.0,270.0,103.5,0.4600000000000003
3200,-158.0,-102.0,85.0,0.44000000000000006
3201,353.0,-295.0,75.0,0.34599999999999986
3202,39.0,-354.0,94.5,0.4059999999999999
3203,-174.0,172.0,72.75,0.502
3204,-26.0,-78.0,97.5,0.5379999999999998
3205,188.0,-337.0,71.25,0.4500000000000001
3206,-138.0,-165.0,91.75,0.5380000000000001
3207,-115.0,282.0,73.75,0.584
3208,169.0,-198.0,84.0,0.5299999999999998
3209,-312.0,-5.0,74.25,0.5140000000000001
3210,212.0,179.0,92.0,0.46600000000000025
3211,-159.0,254.0,78.75,0.4460000000000002
3212,-393.0,-9.0,56.5,0.5720000000000001
3213,184.0,203.0,67.75,0.4599999999999999
3214,-160.0,-271.0,62.0,0.3499999999999998
3215,-170.0,348.0,77.0,0.38
3216,190.0,-336.0,86.25,0.4780000000000002
3217,115.0,329.0,97.25,0.4700000000000002
3218,331.0,-19.0,84.75,0.47
3219,115.0,-170.0,67.25,0.5979999999999998
3220,-179.0,-292.0,78.75,0.4340000000000001
3221,-369.0,251.0,94.25,0.44400000000000006
3222,222.0,241.0,84.5,0.5380000000000001
3223,158.0,244.0,84.25,0.4479999999999999
3224,127.0,-294.0,78.25,0.5460000000000002
3225,182.0,-331.0,76.75,0.46199999999999997
3226,95.0,147.0,108.5,0.42800000000000016
3227,173.0,-280.0,92.75,0.424
3228,12.0,275.0,87.0,0.4760000000000001
3229,65.0,-83.0,100.0,0.4420000000000001
3230,256.0,190.0,98.25,0.5059999999999999
3231,66.0,322.0,80.5,0.39399999999999996
3232,129.0,-93.0,79.75,0.4000000000000001
3233,-99.0,182.0,70.25,0.4780000000000001
3234,-298.0,-293.0,58.0,0.4020000000000001
3235,-315.0,235.0,77.0,0.38399999999999984
3236,115.0,-102.0,112.75,0.7159999999999997
3237,42.0,186.0,79.75,0.32199999999999973
3238,23.0,-184.0,89.5,0.4779999999999999
3239,-304.0,307.0,114.25,0.6240000000000003
3240,15.0,-338.0,82.75,0.45000000000000007
3241,324.0,254.0,84.75,0.474
3242,-337.0,-245.0,88.75,0.4460000000000003
3243,28.0,307.0,102.0,0.708
3244,-50.0,175.0,86.5,0.48599999999999993
3245,186.0,-344.0,87.0,0.48200000000000015
3246,56.0,212.0,80.75,0.3319999999999997
3247,-382.0,-61.0,90.25,0.4500000000000001
3248,131.0,-322.0,92.5,0.48200000000000015
3249,-214.0,223.0,90.0,0.4520000000000001
3250,183.0,-37.0,99.5,0.4840000000000002
3251,53.0,196.0,77.75,0.55
3252,-15.0,-64.0,48.75,0.3719999999999999
3253,160.0,232.0,82.0,0.45599999999999996
3254,313.0,-263.0,60.5,0.2999999999999996
3255,-169.0,-320.0,95.0,0.43000000000000005
3256,206.0,-307.0,69.25,0.638
3257,307.0,0.0,92.75,0.564
3258,343.0,239.0,93.25,0.5719999999999996
3259,182.0,-233.0,97.5,0.4800000000000001
3260,-243.0,-340.0,85.5,0.4880000000000003
3261,-9.0,205.0,81.0,0.45399999999999985
3262,366.0,33.0,58.25,0.4259999999999998
3263,206.0,-56.0,91.25,0.5100000000000001
3264,92.0,292.0,96.0,0.6200000000000002
3265,-292.0,231.0,88.75,0.442
3266,-230.0,270.0,79.25,0.3879999999999999
3267,-82.0,-192.0,112.0,0.5640000000000002
3268,-8.0,-54.0,89.25,0.4980000000000003
3269,-75.0,-170.0,104.75,0.5619999999999997
3270,350.0,267.0,87.0,0.5059999999999999
3271,130.0,70.0,62.5,0.444
3272,-195.0,-338.0,72.5,0.41199999999999987
3273,-194.0,-88.0,60.75,0.4660000000000003
3274,-189.0,-288.0,127.75,0.4679999999999999
3275,37.0,248.0,91.5,0.556
3276,142.0,197.0,84.0,0.44600000000000006
3277,3.0,127.0,96.25,0.46599999999999997
3278,146.0,-275.0,84.75,0.4180000000000002
3279,177.0,181.0,91.75,0.5140000000000001
3280,196.0,-103.0,58.25,0.4539999999999997
3281,261.0,-347.0,79.5,0.4340000000000001
3282,387.0,-121.0,78.25,0.43000000000000016
3283,-105.0,197.0,60.0,0.37200000000000005
3284,313.0,243.0,86.5,0.406
3285,16.0,-101.0,66.25,0.3179999999999996
3286,-37.0,-286.0,76.0,0.4760000000000001
3287,128.0,207.0,84.25,0.4180000000000002
3288,335.0,315.0,88.25,0.4380000000000001
3289,341.0,-302.0,74.5,0.3439999999999997
3290,202.0,198.0,90.25,0.41199999999999987
3291,117.0,337.0,68.25,0.3739999999999998
3292,193.0,-169.0,59.5,0.39599999999999974
3293,-50.0,-118.0,69.5,0.45599999999999974
3294,300.0,333.0,90.75,0.42000000000000015
3295,-189.0,-293.0,108.0,0.40600000000000014
3296,146.0,224.0,85.5,0.4780000000000003
3297,-58.0,-280.0,93.25,0.5780000000000001
3298,68.0,-71.0,77.0,0.494
3299,208.0,-21.0,94.75,0.5919999999999996
3300,-114.0,253.0,100.0,0.514
3301,37.0,-248.0,86.5,0.4539999999999999
3302,293.0,364.0,87.0,0.35399999999999976
3303,-104.0,177.0,83.75,0.5260000000000001
3304,59.0,229.0,86.0,0.4700000000000001
3305,215.0,148.0,82.0,0.4639999999999999
3306,-50.0,187.0,91.75,0.44199999999999995
3307,-33.0,26.0,66.75,0.528
3308,-1.0,265.0,59.5,0.3759999999999998
3309,-261.0,-226.0,54.75,0.35199999999999987
3310,-257.0,-42.0,74.25,0.5720000000000001
3311,-21.0,-316.0,98.25,0.5140000000000003
3312,-49.0,202.0,88.25,0.5600000000000002
3313,-324.0,-28.0,47.5,0.37800000000000006
3314,37.0,-79.0,79.75,0.456
3315,132.0,-109.0,76.5,0.4799999999999999
3316,-86.0,-88.0,84.0,0.5340000000000003
3317,-363.0,-309.0,95.0,0.4560000000000002
3318,-179.0,-89.0,77.75,0.5019999999999998
3319,-318.0,-265.0,79.25,0.502
3320,-350.0,-17.0,71.0,0.5680000000000001
3321,95.0,-97.0,75.5,0.7240000000000001
3322,304.0,-348.0,84.75,0.44
3323,158.0,169.0,86.5,0.5060000000000001
3324,-155.0,-84.0,58.75,0.4539999999999998
3325,301.0,-319.0,64.75,0.3639999999999998
3326,86.0,177.0,86.75,0.42599999999999993
3327,72.0,271.0,63.5,0.3560000000000001
3328,-169.0,169.0,83.0,0.3579999999999999
3329,235.0,-353.0,68.0,0.36799999999999977
3330,182.0,154.0,76.75,0.5380000000000001
3331,87.0,-19.0,86.0,0.5179999999999999
3332,-208.0,183.0,90.25,0.4320000000000001
3333,96.0,149.0,107.0,0.4679999999999997
3334,-186.0,-95.0,85.0,0.47599999999999987
3335,-90.0,-21.0,71.5,0.4279999999999998
3336,-38.0,-206.0,120.75,0.45400000000000007
3337,-19.0,274.0,89.75,0.3800000000000001
3338,-297.0,201.0,66.75,0.40800000000000003
3339,126.0,-184.0,96.5,0.47800000000000026
3340,150.0,-354.0,68.0,0.35399999999999976
3341,-134.0,-253.0,98.25,0.38600000000000007
3342,-3.0,-91.0,78.75,0.5160000000000001
3343,-33.0,186.0,103.0,0.41000000000000014
3344,347.0,335.0,72.5,0.48200000000000026
3345,13.0,-56.0,66.5,0.4419999999999999
3346,162.0,170.0,87.0,0.5279999999999999
3347,-164.0,-306.0,116.5,0.4079999999999998
3348,111.0,-159.0,61.0,0.4880000000000002
3349,-310.0,-292.0,82.25,0.5280000000000001
3350,232.0,178.0,77.5,0.44399999999999984
3351,144.0,233.0,76.5,0.478
3352,154.0,236.0,55.75,0.3419999999999996
3353,-114.0,-94.0,85.5,0.5160000000000001
3354,110.0,-224.0,82.5,0.4340000000000002
3355,135.0,-285.0,93.75,0.4359999999999999
3356,-276.0,304.0,89.0,0.4760000000000003
3357,-158.0,247.0,78.75,0.5200000000000002
3358,268.0,332.0,92.0,0.4159999999999999
3359,263.0,-233.0,129.0,0.354
3360,201.0,256.0,65.75,0.4340000000000002
3361,-28.0,184.0,83.0,0.4200000000000001
3362,259.0,195.0,84.0,0.44
3363,-186.0,196.0,103.0,0.502
3364,-259.0,-302.0,72.25,0.43200000000000005
3365,61.0,281.0,90.75,0.42400000000000027
3366,-235.0,202.0,92.75,0.524
3367,-105.0,-382.0,108.25,0.47200000000000003
3368,0.0,156.0,88.0,0.392
3369,-202.0,188.0,97.0,0.42599999999999993
3370,-141.0,304.0,91.5,0.366
3371,-16.0,-52.0,82.75,0.4319999999999999
3372,-175.0,-360.0,72.5,0.4860000000000002
3373,-99.0,254.0,85.0,0.48400000000000004
3374,-144.0,376.0,104.75,0.4260000000000001
3375,135.0,-115.0,84.0,0.5980000000000003
3376,-301.0,371.0,61.75,0.36399999999999993
3377,-204.0,-129.0,65.25,0.4599999999999999
